FROM,Cap,Role,TO,Distance
236,3.33,class Agent.Leader,264,2
236,3.33,class Agent.Leader,136,1
340,1.67,class Agent.Leader,135,1
340,1.67,class Agent.Leader,240,1
340,1.67,class Agent.Leader,289,2
340,1.67,class Agent.Leader,302,1
340,1.67,class Agent.Leader,229,1
166,3.33,class Agent.Leader,106,1
166,3.33,class Agent.Leader,474,1
166,3.33,class Agent.Leader,266,2
429,1.67,class Agent.Leader,189,2
429,1.67,class Agent.Leader,398,1
429,1.67,class Agent.Leader,68,2
429,1.67,class Agent.Leader,172,1
429,1.67,class Agent.Leader,5,1
103,2.67,class Agent.Leader,61,2
103,2.67,class Agent.Leader,378,2
103,2.67,class Agent.Leader,141,2
103,2.67,class Agent.Leader,244,1
103,2.67,class Agent.Leader,307,1
419,3.33,class Agent.Leader,189,1
419,3.33,class Agent.Leader,38,1
419,3.33,class Agent.Leader,77,1
419,3.33,class Agent.Leader,290,2
419,3.33,class Agent.Leader,432,1
144,4.00,class Agent.Leader,330,1
144,4.00,class Agent.Leader,486,1
144,4.00,class Agent.Leader,106,1
144,4.00,class Agent.Leader,315,2
144,4.00,class Agent.Leader,451,1
327,1.33,class Agent.Leader,186,1
327,1.33,class Agent.Leader,403,1
327,1.33,class Agent.Leader,38,1
327,1.33,class Agent.Leader,150,1
327,1.33,class Agent.Leader,424,1
437,4.00,class Agent.Leader,205,2
437,4.00,class Agent.Leader,234,1
437,4.00,class Agent.Leader,477,1
437,4.00,class Agent.Leader,463,2
437,4.00,class Agent.Leader,316,1
288,1.00,class Agent.Leader,274,1
288,1.00,class Agent.Leader,285,1
288,1.00,class Agent.Leader,460,2
288,1.00,class Agent.Leader,352,1
288,1.00,class Agent.Leader,211,2
73,2.33,class Agent.Leader,228,1
73,2.33,class Agent.Leader,444,1
73,2.33,class Agent.Leader,233,1
73,2.33,class Agent.Leader,170,1
473,4.00,class Agent.Leader,445,1
473,4.00,class Agent.Leader,69,1
473,4.00,class Agent.Leader,149,1
473,4.00,class Agent.Leader,86,1
473,4.00,class Agent.Leader,397,1
305,3.00,class Agent.Leader,453,1
305,3.00,class Agent.Leader,242,2
305,3.00,class Agent.Leader,56,1
305,3.00,class Agent.Leader,97,1
305,3.00,class Agent.Leader,264,1
88,2.67,class Agent.Leader,48,1
88,2.67,class Agent.Leader,408,2
88,2.67,class Agent.Leader,43,1
88,2.67,class Agent.Leader,82,2
270,3.67,class Agent.Leader,328,2
270,3.67,class Agent.Leader,19,1
270,3.67,class Agent.Leader,230,1
270,3.67,class Agent.Leader,23,1
270,3.67,class Agent.Leader,287,2
270,3.67,class Agent.Leader,461,1
53,4.33,class Agent.Leader,479,1
53,4.33,class Agent.Leader,185,1
53,4.33,class Agent.Leader,113,2
53,4.33,class Agent.Leader,107,2
53,4.33,class Agent.Leader,426,1
435,3.33,class Agent.Leader,100,2
435,3.33,class Agent.Leader,213,2
435,3.33,class Agent.Leader,30,1
435,3.33,class Agent.Leader,148,1
59,2.33,class Agent.Leader,337,2
59,2.33,class Agent.Leader,1,2
59,2.33,class Agent.Leader,301,1
59,2.33,class Agent.Leader,495,1
59,2.33,class Agent.Leader,456,2
484,1.67,class Agent.Leader,75,1
484,1.67,class Agent.Leader,113,1
484,1.67,class Agent.Leader,283,1
484,1.67,class Agent.Leader,136,1
484,1.67,class Agent.Leader,384,2
484,1.67,class Agent.Leader,14,2
442,2.33,class Agent.Leader,6,2
442,2.33,class Agent.Leader,372,2
442,2.33,class Agent.Leader,307,1
442,2.33,class Agent.Leader,241,1
442,2.33,class Agent.Leader,148,1
114,2.33,class Agent.Leader,126,1
114,2.33,class Agent.Leader,237,1
114,2.33,class Agent.Leader,137,2
114,2.33,class Agent.Leader,286,1
321,4.00,class Agent.Leader,291,1
321,4.00,class Agent.Leader,47,1
321,4.00,class Agent.Leader,365,3
321,4.00,class Agent.Leader,277,1
321,4.00,class Agent.Leader,160,1
296,3.00,class Agent.Leader,364,1
296,3.00,class Agent.Leader,267,2
296,3.00,class Agent.Leader,467,2
296,3.00,class Agent.Leader,480,1
296,3.00,class Agent.Leader,138,1
206,2.33,class Agent.Leader,146,1
206,2.33,class Agent.Leader,311,2
206,2.33,class Agent.Leader,263,1
206,2.33,class Agent.Leader,378,1
206,2.33,class Agent.Leader,410,1
355,3.00,class Agent.Leader,146,1
355,3.00,class Agent.Leader,383,2
355,3.00,class Agent.Leader,175,1
355,3.00,class Agent.Leader,111,1
412,3.33,class Agent.Leader,294,1
412,3.33,class Agent.Leader,349,1
412,3.33,class Agent.Leader,115,2
412,3.33,class Agent.Leader,47,1
116,3.33,class Agent.Leader,122,2
116,3.33,class Agent.Leader,56,1
116,3.33,class Agent.Leader,238,2
116,3.33,class Agent.Leader,224,1
332,2.00,class Agent.Leader,52,1
332,2.00,class Agent.Leader,128,1
332,2.00,class Agent.Leader,89,1
332,2.00,class Agent.Leader,430,1
332,2.00,class Agent.Leader,243,1
202,2.33,class Agent.Leader,174,2
202,2.33,class Agent.Leader,204,2
202,2.33,class Agent.Leader,139,1
202,2.33,class Agent.Leader,159,2
202,2.33,class Agent.Leader,223,2
202,2.33,class Agent.Leader,413,1
257,3.67,class Agent.Leader,39,1
257,3.67,class Agent.Leader,174,2
257,3.67,class Agent.Leader,240,1
257,3.67,class Agent.Leader,121,1
336,3.33,class Agent.Leader,66,1
336,3.33,class Agent.Leader,232,2
336,3.33,class Agent.Leader,315,1
336,3.33,class Agent.Leader,458,1
336,3.33,class Agent.Leader,465,2
251,3.00,class Agent.Leader,479,2
251,3.00,class Agent.Leader,174,1
251,3.00,class Agent.Leader,280,1
251,3.00,class Agent.Leader,90,2
251,3.00,class Agent.Leader,197,2
118,1.67,class Agent.Leader,195,1
118,1.67,class Agent.Leader,457,1
118,1.67,class Agent.Leader,130,1
118,1.67,class Agent.Leader,368,1
118,1.67,class Agent.Leader,221,1
248,2.00,class Agent.Leader,439,1
248,2.00,class Agent.Leader,446,2
248,2.00,class Agent.Leader,458,1
248,2.00,class Agent.Leader,306,1
248,2.00,class Agent.Leader,160,1
354,2.67,class Agent.Leader,205,1
354,2.67,class Agent.Leader,485,1
354,2.67,class Agent.Leader,391,2
354,2.67,class Agent.Leader,381,1
354,2.67,class Agent.Leader,441,1
112,2.00,class Agent.Leader,39,2
112,2.00,class Agent.Leader,63,1
112,2.00,class Agent.Leader,183,1
112,2.00,class Agent.Leader,432,1
112,2.00,class Agent.Leader,184,1
50,2.00,class Agent.Leader,335,1
50,2.00,class Agent.Leader,398,1
50,2.00,class Agent.Leader,295,1
50,2.00,class Agent.Leader,311,1
50,2.00,class Agent.Leader,104,1
50,2.00,class Agent.Leader,179,2
58,3.67,class Agent.Leader,369,1
58,3.67,class Agent.Leader,205,1
58,3.67,class Agent.Leader,94,1
58,3.67,class Agent.Leader,107,1
132,3.33,class Agent.Leader,372,1
132,3.33,class Agent.Leader,258,2
132,3.33,class Agent.Leader,352,1
132,3.33,class Agent.Leader,70,1
125,3.00,class Agent.Leader,457,1
125,3.00,class Agent.Leader,67,1
125,3.00,class Agent.Leader,247,1
125,3.00,class Agent.Leader,405,1
125,3.00,class Agent.Leader,105,1
433,2.00,class Agent.Leader,69,1
433,2.00,class Agent.Leader,149,1
433,2.00,class Agent.Leader,378,1
433,2.00,class Agent.Leader,172,1
433,2.00,class Agent.Leader,480,1
78,3.33,class Agent.Leader,370,2
78,3.33,class Agent.Leader,102,1
78,3.33,class Agent.Leader,410,1
78,3.33,class Agent.Leader,352,1
78,3.33,class Agent.Leader,434,2
78,3.33,class Agent.Leader,229,1
367,3.00,class Agent.Leader,255,1
367,3.00,class Agent.Leader,215,3
367,3.00,class Agent.Leader,84,1
367,3.00,class Agent.Leader,105,1
367,3.00,class Agent.Leader,200,1
272,2.33,class Agent.Leader,252,1
272,2.33,class Agent.Leader,100,2
272,2.33,class Agent.Leader,277,2
272,2.33,class Agent.Leader,201,2
478,4.00,class Agent.Member,379,3
478,4.00,class Agent.Member,263,2
478,4.00,class Agent.Member,200,1
478,4.00,class Agent.Member,91,2
478,4.00,class Agent.Member,259,2
461,4.00,class Agent.Member,390,1
461,4.00,class Agent.Member,58,2
461,4.00,class Agent.Member,270,1
29,2.00,class Agent.Member,490,1
29,2.00,class Agent.Member,58,2
57,3.00,class Agent.Member,418,1
57,3.00,class Agent.Member,33,1
80,3.33,class Agent.Member,45,1
413,3.00,class Agent.Member,202,1
413,3.00,class Agent.Member,42,2
242,3.00,class Agent.Member,305,2
242,3.00,class Agent.Member,356,2
242,3.00,class Agent.Member,333,2
446,3.00,class Agent.Member,248,2
446,3.00,class Agent.Member,443,1
372,4.67,class Agent.Member,442,2
372,4.67,class Agent.Member,132,1
34,3.00,class Agent.Member,210,2
213,4.00,class Agent.Member,96,1
213,4.00,class Agent.Member,114,2
213,4.00,class Agent.Member,435,2
316,3.00,class Agent.Member,437,1
82,4.67,class Agent.Member,88,2
82,4.67,class Agent.Member,353,1
82,4.67,class Agent.Member,153,2
337,3.33,class Agent.Member,59,2
337,3.33,class Agent.Member,375,1
70,3.67,class Agent.Member,132,1
70,3.67,class Agent.Member,481,1
70,3.67,class Agent.Member,447,1
303,4.33,class Agent.Member,83,2
303,4.33,class Agent.Member,490,1
303,4.33,class Agent.Member,196,2
303,4.33,class Agent.Member,333,3
304,2.00,class Agent.Member,342,2
434,4.33,class Agent.Member,78,2
286,4.33,class Agent.Member,402,1
286,4.33,class Agent.Member,114,1
377,4.00,class Agent.Member,343,3
290,2.00,class Agent.Member,419,2
290,2.00,class Agent.Member,143,2
444,2.00,class Agent.Member,73,1
423,2.67,class Agent.Member,239,1
179,3.33,class Agent.Member,343,1
179,3.33,class Agent.Member,4,2
179,3.33,class Agent.Member,50,2
302,2.67,class Agent.Member,340,1
302,2.67,class Agent.Member,402,1
406,2.33,class Agent.Member,153,1
477,4.00,class Agent.Member,437,1
477,4.00,class Agent.Member,192,2
146,3.67,class Agent.Member,206,1
146,3.67,class Agent.Member,355,1
205,4.00,class Agent.Member,437,2
205,4.00,class Agent.Member,58,1
205,4.00,class Agent.Member,354,1
107,3.00,class Agent.Member,53,2
107,3.00,class Agent.Member,58,1
274,3.67,class Agent.Member,288,1
274,3.67,class Agent.Member,236,1
137,3.00,class Agent.Member,114,2
91,3.00,class Agent.Member,353,1
91,3.00,class Agent.Member,239,1
91,3.00,class Agent.Member,478,2
398,4.33,class Agent.Member,429,1
398,4.33,class Agent.Member,50,1
226,4.33,class Agent.Member,342,3
346,2.67,class Agent.Member,45,1
459,2.33,class Agent.Member,357,1
459,2.33,class Agent.Member,42,2
54,3.33,class Agent.Member,239,1
175,2.33,class Agent.Member,355,1
460,3.33,class Agent.Member,4,2
460,3.33,class Agent.Member,288,2
460,3.33,class Agent.Member,333,2
6,3.00,class Agent.Member,442,2
6,3.00,class Agent.Member,450,1
3,2.67,class Agent.Member,481,1
299,2.67,class Agent.Member,153,1
224,3.67,class Agent.Member,116,1
268,2.67,class Agent.Member,305,1
268,2.67,class Agent.Member,409,1
344,2.00,class Agent.Member,16,1
129,4.33,class Agent.Member,96,2
129,4.33,class Agent.Member,123,1
240,3.00,class Agent.Member,340,1
240,3.00,class Agent.Member,437,2
240,3.00,class Agent.Member,257,1
240,3.00,class Agent.Member,45,2
294,2.33,class Agent.Member,412,1
498,3.00,class Agent.Member,402,1
100,2.67,class Agent.Member,103,1
100,2.67,class Agent.Member,435,2
100,2.67,class Agent.Member,272,2
235,3.33,class Agent.Member,92,1
415,2.33,class Agent.Member,260,1
133,3.67,class Agent.Member,308,1
64,2.33,class Agent.Member,450,1
115,3.67,class Agent.Member,412,2
37,4.33,class Agent.Member,10,1
37,4.33,class Agent.Member,481,2
164,3.00,class Agent.Member,147,1
163,2.67,class Agent.Member,273,1
187,3.33,class Agent.Member,260,1
187,3.33,class Agent.Member,192,2
389,4.33,class Agent.Member,176,1
389,4.33,class Agent.Member,288,2
358,2.33,class Agent.Member,333,1
252,3.67,class Agent.Member,132,1
252,3.67,class Agent.Member,272,1
86,2.00,class Agent.Member,473,1
87,3.00,class Agent.Member,276,2
87,3.00,class Agent.Member,375,2
403,3.00,class Agent.Member,117,1
403,3.00,class Agent.Member,327,1
403,3.00,class Agent.Member,419,2
470,4.00,class Agent.Member,236,2
470,4.00,class Agent.Member,196,2
396,2.67,class Agent.Member,462,1
128,2.67,class Agent.Member,167,1
128,2.67,class Agent.Member,332,1
128,2.67,class Agent.Member,418,2
1,2.33,class Agent.Member,59,2
1,2.33,class Agent.Member,334,1
381,3.33,class Agent.Member,354,1
381,3.33,class Agent.Member,85,2
186,3.00,class Agent.Member,454,1
186,3.00,class Agent.Member,327,1
186,3.00,class Agent.Member,62,1
186,3.00,class Agent.Member,443,1
159,1.67,class Agent.Member,202,2
127,2.00,class Agent.Member,20,2
170,3.67,class Agent.Member,108,2
170,3.67,class Agent.Member,73,1
287,4.33,class Agent.Member,357,1
287,4.33,class Agent.Member,270,2
370,3.33,class Agent.Member,78,2
326,3.67,class Agent.Member,454,1
326,3.67,class Agent.Member,92,1
48,3.67,class Agent.Member,88,1
492,2.67,class Agent.Member,18,2
492,2.67,class Agent.Member,85,1
468,2.67,class Agent.Member,343,1
410,3.67,class Agent.Member,206,1
410,3.67,class Agent.Member,10,2
410,3.67,class Agent.Member,78,1
428,2.67,class Agent.Member,196,1
258,2.67,class Agent.Member,132,2
452,3.67,class Agent.Member,10,1
280,3.67,class Agent.Member,117,1
280,3.67,class Agent.Member,118,2
280,3.67,class Agent.Member,251,1
322,3.67,class Agent.Member,108,1
322,3.67,class Agent.Member,357,2
485,3.33,class Agent.Member,354,1
485,3.33,class Agent.Member,276,1
8,2.67,class Agent.Member,390,1
8,2.67,class Agent.Member,151,1
102,2.67,class Agent.Member,78,1
102,2.67,class Agent.Member,62,2
230,3.00,class Agent.Member,270,1
408,2.00,class Agent.Member,88,2
121,4.00,class Agent.Member,257,1
420,3.33,class Agent.Member,96,1
420,3.33,class Agent.Member,123,2
232,3.67,class Agent.Member,402,2
232,3.67,class Agent.Member,336,2
14,4.33,class Agent.Member,484,2
204,3.00,class Agent.Member,449,1
204,3.00,class Agent.Member,356,1
204,3.00,class Agent.Member,202,2
26,4.00,class Agent.Member,16,1
26,4.00,class Agent.Member,462,1
330,3.00,class Agent.Member,144,1
330,3.00,class Agent.Member,443,2
130,3.33,class Agent.Member,353,2
130,3.33,class Agent.Member,447,1
35,3.67,class Agent.Member,490,1
69,4.67,class Agent.Member,147,2
69,4.67,class Agent.Member,433,1
69,4.67,class Agent.Member,473,1
307,4.33,class Agent.Member,442,1
307,4.33,class Agent.Member,103,1
362,3.33,class Agent.Member,73,1
407,3.33,class Agent.Member,357,2
488,4.00,class Agent.Member,409,1
312,3.33,class Agent.Member,356,1
392,3.33,class Agent.Member,33,3
392,3.33,class Agent.Member,375,2
318,2.00,class Agent.Member,454,1
221,3.00,class Agent.Member,108,1
221,3.00,class Agent.Member,118,1
472,3.33,class Agent.Member,210,2
472,3.33,class Agent.Member,256,1
495,4.33,class Agent.Member,59,1
495,4.33,class Agent.Member,167,1
79,3.00,class Agent.Member,449,2
457,3.33,class Agent.Member,125,1
457,3.33,class Agent.Member,425,1
457,3.33,class Agent.Member,118,1
277,3.00,class Agent.Member,321,1
277,3.00,class Agent.Member,272,2
119,2.67,class Agent.Member,375,2
56,3.67,class Agent.Member,305,1
56,3.67,class Agent.Member,292,2
56,3.67,class Agent.Member,116,1
135,3.67,class Agent.Member,340,1
135,3.67,class Agent.Member,256,1
189,2.67,class Agent.Member,429,2
189,2.67,class Agent.Member,419,1
9,2.33,class Agent.Member,323,1
262,2.33,class Agent.Member,292,2
255,4.00,class Agent.Member,367,1
255,4.00,class Agent.Member,10,2
255,4.00,class Agent.Member,462,2
40,3.67,class Agent.Member,276,1
40,3.67,class Agent.Member,462,1
259,3.00,class Agent.Member,273,1
259,3.00,class Agent.Member,478,2
264,2.67,class Agent.Member,305,1
264,2.67,class Agent.Member,236,2
47,4.00,class Agent.Member,321,1
47,4.00,class Agent.Member,412,1
150,2.67,class Agent.Member,292,2
150,2.67,class Agent.Member,327,1
424,2.67,class Agent.Member,327,1
424,2.67,class Agent.Member,449,2
369,2.00,class Agent.Member,58,1
369,2.00,class Agent.Member,92,1
335,3.67,class Agent.Member,117,2
335,3.67,class Agent.Member,50,1
120,3.33,class Agent.Member,176,1
120,3.33,class Agent.Member,18,1
184,3.33,class Agent.Member,112,1
184,3.33,class Agent.Member,92,1
184,3.33,class Agent.Member,143,2
325,3.33,class Agent.Member,147,2
325,3.33,class Agent.Member,493,1
263,3.33,class Agent.Member,437,2
263,3.33,class Agent.Member,206,1
263,3.33,class Agent.Member,478,2
89,2.67,class Agent.Member,332,1
89,2.67,class Agent.Member,276,1
445,4.00,class Agent.Member,196,1
445,4.00,class Agent.Member,473,1
149,4.00,class Agent.Member,58,2
149,4.00,class Agent.Member,196,1
149,4.00,class Agent.Member,433,1
149,4.00,class Agent.Member,473,1
364,4.00,class Agent.Member,296,1
364,4.00,class Agent.Member,239,2
197,4.67,class Agent.Member,251,2
453,3.67,class Agent.Member,305,1
141,3.33,class Agent.Member,103,2
141,3.33,class Agent.Member,425,1
